SymbolID;Recommendations;Decision
S36074187;{3261,Buy,0.1121409,0}{3908,Hold,0.0940919,23}{4175,Hold,-0.08448862,28}{1791,Buy,0.2977099,30}{3924,Hold,NA,32}{4175,Hold,-0.07797682,38};Hold
S45122272;{1220,Buy,0.58617,0}{1700,Buy,0.2666779,2}{1700,Buy,0.3673655,14}{1260,Buy,0.3046608,16}{1700,Buy,0.285347,20}{1700,Buy,0.3611615,25}{1700,Buy,0.3020833,36}{1700,Buy,0.2899897,41}{1700,Buy,0.2833676,43}{1700,Buy,0.2161505,53};Hold
S39455115;{22616,Buy,0.1043622,0}{3305,Buy,0.154647,34};Buy
S4094584;{4633,Buy,-0.0728535,0};Sell
S3200499;{3426,Hold,-0.07834101,1}{4975,Buy,NA,45};Hold
S49814117;{497,Buy,1.501359,0};Sell
S25564115;{3291,Hold,0.4879172,0}{22322,Sell,0.04861267,11}{4604,Buy,0.5970543,17}{14945,Hold,0.2776434,17}{4400,Hold,1.262124,22}{1072,Hold,NA,25}{3435,Hold,NA,27}{14483,Hold,0.3336098,28}{3291,Hold,0.6263534,28}{352,Hold,0.4052182,30}{483,Hold,0.8954106,30}{3667,Hold,1.092464,39}{2143,Hold,1.051582,40}{352,Buy,0.9916672,49};Buy
S1564262;{3606,Buy,NA,0}{4486,Buy,1.938806,32}{3461,Buy,1.929865,41}{3154,Buy,1.861521,43}{930,Hold,1.741516,44}{3348,Buy,1.810995,45}{3053,Hold,1.507163,56}{338,Buy,1.969976,57};Hold
S108661;{1074,Buy,0.4304175,0}{1211,Buy,0.5732901,51}{2088,Buy,0.6990317,54}{2144,Buy,0.6042224,59}{1641,Buy,0.6042224,59};Buy
S1045499;{791,Buy,NA,0}{4531,Buy,0.2882717,0};Buy
S31641165;{1721,Sell,0.9791094,0}{1721,Sell,0.6720855,15}{1721,Sell,0.6363636,30}{1721,Sell,0.4545455,30};Buy
S2889056;{286,Buy,0.3917216,0};Hold
S1090848;{3249,Buy,NA,0};Sell
S8101122;{22616,Buy,0.3473787,0}{22616,Hold,NA,53};Buy
S2772688;{3792,Hold,0.004830918,0}{2101,Hold,NA,47}{1718,Hold,NA,50}{3401,Hold,0.005722213,52}{1718,Hold,NA,52}{2101,Sell,NA,56};Buy
S27897285;{1700,Buy,0.5464549,0}{1700,Buy,0.3374671,22}{1700,Buy,0.3007684,35}{1700,Buy,0.2895091,38}{1700,Buy,0.3087268,39}{1700,Buy,0.4273961,53};Hold
S3443652;{1672,Buy,0.1748025,0}{1272,Hold,0.0854549,34};Buy
S2489726;{29548,Hold,-0.0550437,0};Buy
S1913464;{1718,Buy,0.2276786,0};Buy
S4265692;{360,Hold,0.01672241,0}{3943,Buy,0.07023411,0}{3467,Buy,0.1638796,0}{1698,Hold,NA,0}{534,Buy,0.2186678,2}{1698,Hold,NA,5}{3703,Buy,0.2340172,25}{4711,Buy,0.1335916,34};Hold
S3471458;{4217,Hold,NA,0}{1844,Buy,NA,47};Buy
S37942103;{4555,Buy,0.1696843,0}{3645,Buy,0.09748225,3}{4138,Buy,0.1125872,5}{4138,Buy,0.1170213,26}{1662,Hold,NA,26}{1662,Hold,NA,32}{3924,Buy,0.1518325,45}{1735,Buy,0.1824921,49};Sell
S1723582;{4308,Buy,1.307158,0}{4308,Buy,1.462177,22}{1502,Buy,1.347128,26}{3908,Hold,1.095632,29}{4175,Hold,0.891253,33}{3532,Buy,1.250475,34}{4213,Buy,1.330323,35}{3892,Buy,1.235123,36}{3892,Buy,NA,37}{827,Buy,1.287922,38};Hold
S8402267;{354,Buy,3.683292,0}{1674,Buy,3.52305,18}{1212,Buy,3.702839,22}{1533,Buy,NA,24};Hold
S94311056;{3077,Buy,0.2486467,0}{588,Buy,0.2708207,14}{3117,Buy,0.1704927,14}{1736,Buy,0.2540994,14}{342,Buy,NA,14}{4277,Buy,0.306498,15}{1855,Buy,0.3534434,16}{2073,Buy,0.2304031,16}{3104,Buy,0.1073628,16}{1716,Buy,0.1675506,17}{4527,Buy,0.250947,17}{3864,Hold,-0.1094733,18}{4459,Buy,0.187369,18}{881,Buy,0.2469704,19}{1855,Sell,-0.2102521,19}{4626,Buy,0.2175475,20}{3162,Hold,NA,20}{1573,Buy,NA,21}{3084,Buy,0.5108973,21}{3077,Buy,NA,22}{1158,Buy,0.1674787,24}{4485,Hold,0.08099878,24}{3864,Hold,NA,25}{3084,Buy,0.6244042,26}{1078,Buy,0.2536925,28}{342,Buy,0.2364367,29}{4527,Buy,0.2536759,31}{3077,Buy,0.4205327,33}{303,Buy,0.3364222,33}{3104,Buy,0.08455728,54}{3110,Buy,1.008288,59};Buy
S4206199;{906,Buy,0.25,0};Hold
S29576112;{4365,Hold,NA,0};Buy
S46781105;{3272,Buy,0.2444072,0};Hold
S1139883;{3292,Buy,0.120239,0};Buy
S33204245;{924,Buy,0.1173184,0}{3838,Buy,0.1118833,1}{1160,Buy,NA,6}{3267,Buy,0.1275546,14}{924,Buy,NA,16}{1069,Hold,NA,21}{3972,Hold,0.09215017,24}{7314,Buy,0.1748445,28}{924,Buy,0.09739369,54}{3148,Hold,-0.04761905,57};Buy
S6788160;{29406,Buy,1.100737,0}{579,Buy,0.9898471,51};Sell
S4265692;{867,Buy,0.09362497,0}{14970,Buy,0.1433352,52};Sell
S30592235;{1700,Buy,0.4672855,0}{1700,Buy,0.2956108,27}{1700,Buy,0.2405063,35};Hold
S31598173;{1718,Buy,0.06064494,0}{3500,Hold,NA,21}{4375,Hold,0.04948883,24}{4083,Buy,0.1037727,24}{3092,Buy,0.14775,25}{631,Buy,NA,26}{5046,Hold,0.1254613,26}{749,Hold,0.06088561,26}{1718,Buy,0.1340772,27}{14866,Buy,0.2189448,28};Buy
S45137137;{3700,Sell,-0.2504836,0}{3700,Sell,-0.2778942,2};Buy
S3031140;{4113,Buy,0.3375295,0};Buy
S25183201;{932,Sell,NA,0}{2144,Hold,NA,2}{3510,Buy,NA,6}{3142,Buy,0.3138138,22}{1641,Buy,0.5003751,24}{3220,Hold,0.06060606,26}{3108,Buy,0.6129032,58};Sell
S49160135;{587,Sell,NA,0};Sell
S4157880;{3383,Buy,0.129093,0}{3644,Buy,0.1646374,8}{4224,Buy,0.07284997,10}{1294,Hold,-0.008849558,25};Buy
S4678127;{4515,Buy,0.1761488,0}{1914,Buy,NA,29}{3041,Buy,-0.06832298,31}{1212,Hold,NA,54}{945,Hold,0.03675778,57};Sell
S840140;{8895,Buy,0.2516185,0};Buy
S38857148;{29406,Hold,0.03585657,0}{4213,Buy,0.1470709,35}{3892,Hold,NA,47}{8593,Buy,0.03294746,51}{3908,Hold,-0.1629564,51}{4555,Hold,-0.1142604,52}{3924,Hold,-0.1152008,55}{4488,Hold,-0.1119005,56};Sell
S48162117;{592,Buy,NA,0};Sell
S30609112;{4098,Buy,0.183668,0}{1670,Buy,0.2198428,30}{1702,Buy,0.1581959,31}{4098,Buy,0.2480932,33}{3258,Buy,0.2068721,36}{1670,Buy,0.1737723,46}{1702,Buy,0.1199126,48};Hold
S24639118;{1698,Hold,NA,0};Hold
S591675;{1652,Buy,0.2992832,0};Sell
S272250;{291,Buy,3.823104,0}{1304,Hold,3.365465,34}{4635,Hold,3.498169,35}{2085,Buy,3.901924,36}{1822,Buy,3.760836,41};Buy
S454041;{853,Buy,0.1826087,0}{1844,Hold,NA,0};Hold
S1370961;{30369,Buy,0.202454,0}{3479,Hold,0.0845987,14}{3570,Buy,NA,17}{1072,Buy,0.01719545,22}{4633,Sell,NA,30}{379,Hold,0.1466011,56};Hold
S1139883;{4365,Buy,0.0483871,0};Hold
S45122272;{1700,Buy,0.1724246,0}{3278,Buy,0.256406,7}{1700,Buy,0.2311228,29}{1700,Buy,0.2211006,35}{1700,Buy,0.2232915,38}{4204,Hold,0.1273767,44}{1700,Buy,0.2374196,50};Buy
S2204583;{245,Hold,0.1004515,0};Sell
S2868159;{243,Buy,0.2670565,0}{1491,Hold,NA,6}{4359,Hold,NA,13}{243,Buy,0.1959522,28};Buy
S3213696;{4555,Buy,3.405001,0};Hold
S3215079;{13770,Hold,NA,0};Hold
S17332105;{4225,Buy,0.1132623,0}{757,Buy,0.1035818,0}{4145,Buy,0.2620785,2};Hold
S16079104;{4541,Buy,0.07587769,0};Buy
S43958155;{3156,Hold,0.5028243,0};Hold
S32606160;{4028,Buy,-0.949187,0}{8968,Buy,0.07071713,15}{846,Buy,0.2304663,17}{756,Hold,0.4585232,25}{3709,Buy,0.671415,29}{4433,Buy,0.8043685,29}{667,Buy,0.8233618,29}{1043,Hold,0.6334283,29}{630,Buy,0.8993352,29}{687,Hold,NA,29}{846,Buy,0.9138756,30}{1638,Buy,0.7272727,34}{667,Hold,0.01965146,38};Sell
S38927421;{4313,Buy,0.1272449,0}{2201,Buy,0.2991976,0}{1533,Buy,0.2227742,0}{1035,Hold,0.1081391,0}{3099,Buy,0.2991976,0}{1731,Hold,NA,0}{13392,Buy,NA,0}{3097,Buy,0.3503086,1}{8593,Hold,NA,1}{1035,Hold,0.1153846,4}{1674,Buy,0.2698413,6}{1674,Buy,0.2698413,6}{2201,Buy,0.3871889,12}{3099,Buy,0.3470681,21}{3568,Hold,0.3477089,27}{3568,Hold,0.2972572,30}{3568,Buy,0.4279886,56}{1035,Hold,0.2647899,56}{1476,Buy,0.3866232,59};Sell
S1848572;{3453,Buy,0.5835891,0}{693,Buy,0.6554014,17}{3323,Buy,0.699982,23}{395,Buy,0.6279161,26}{4120,Hold,NA,52}{693,Buy,NA,53}{3223,Buy,0.5588053,53}{4636,Buy,0.7200567,55};Sell
S39220131;{29084,Buy,1.443142,0}{29084,Buy,1.890717,54};Sell
S5726103;{587,Buy,NA,0};Sell
S26301203;{588,Buy,0.3259669,0}{621,Buy,0.3143483,2}{1709,Buy,0.1272727,54};Sell
S33204245;{4197,Hold,0.04994325,0}{3148,Hold,NA,20}{3302,Buy,0.2820513,23}{3172,Hold,NA,55};Sell
S46582110;{1212,Hold,-0.003171726,0}{440,Hold,NA,16}{3097,Buy,0.1402509,30}{4148,Buy,NA,33}{3621,Hold,0.07354591,36}{1212,Hold,0.04397343,38};Sell
S26555187;{685,Hold,NA,0}{1646,Hold,NA,25}{8598,Buy,1.278378,33}{4255,Buy,1.565069,36}{1550,Hold,NA,47}{3415,Buy,3.375167,52};Buy
S46582110;{1533,Buy,0.1697497,0};Buy
S2172183;{1399,Buy,0.2512031,0}{1794,Hold,NA,22}{3748,Hold,-0.05191874,30}{3748,Hold,NA,52};Buy
S657387;{6072,Buy,NA,1}{4176,Hold,0.07813944,45};Buy
S14670347;{303,Buy,0.28327,0}{1709,Buy,0.1588605,20}{8593,Hold,NA,22}{1709,Buy,0.1461318,29}{1709,Buy,0.1428571,31}{222,Buy,0.2410501,47}{2116,Buy,0.1933174,47}{3106,Buy,0.1510791,48}{2241,Buy,0.1546789,49}{1709,Buy,0.1477762,50}{1571,Buy,0.1956002,50}{584,Buy,0.1477762,50}{1709,Buy,0.1846002,55}{3119,Buy,NA,63};Buy
S24377154;{829,Sell,-0.3209877,0}{448,Sell,-0.002493766,43};Buy
S32314222;{1700,Buy,0.3653741,0}{1707,Buy,NA,0}{1079,Buy,0.2547736,3}{1700,Buy,0.3858093,5}{1220,Buy,0.3858093,5}{3583,Buy,0.2552301,8}{3740,Hold,0.2288367,17}{1700,Buy,0.3415616,18}{3318,Hold,0.04641803,18}{1700,Buy,0.3248543,23}{1700,Buy,0.2827091,29}{1700,Buy,0.3269639,40}{1700,Buy,0.3513514,42}{3740,Hold,0.2087027,43}{1700,Buy,0.3176967,48};Hold
S10639157;{8955,Buy,NA,0}{947,Buy,NA,25};Buy
S448629;{4516,Hold,0.01863354,0}{851,Sell,-0.345514,23};Buy
S47356301;{1700,Hold,NA,0}{1700,Hold,NA,24}{1700,Hold,NA,35}{1700,Hold,NA,40}{1700,Hold,NA,42}{4349,Buy,2.8044,50}{1700,Hold,NA,53};Buy
S4936756;{1164,Hold,0.009097879,0}{3783,Buy,0.2523827,27};Buy
S49814117;{1399,Hold,NA,0}{3897,Hold,1.404207,0}{15006,Sell,0.9233659,0}{3223,Hold,1.253944,0}{2317,Hold,0.7764974,2}{1201,Buy,1.040571,2}{3766,Hold,0.8781604,3}{497,Buy,1.024533,4}{3611,Hold,0.7027315,5}{3498,Buy,1.412655,28}{1316,Hold,0.8663935,28};Buy
S4936756;{1347,Buy,0.2387469,0};Hold
S30990203;{1712,Buy,0.2462908,0};Buy
S2908858;{286,Hold,-0.07151002,0}{1062,Hold,0.05424248,27}{1986,Buy,0.2256669,37};Buy
S1940885;{286,Hold,-0.0425035,0};Buy
S3066798;{1988,Buy,NA,0};Sell
S4789820;{881,Hold,-0.1354467,0};Buy
S25246342;{1079,Buy,0.2472018,0}{1220,Buy,1.211457,8}{1700,Buy,0.8796992,9}{1700,Buy,0.9606775,16}{4349,Buy,1.622877,18}{1116,Buy,0.1769321,18}{1079,Buy,1.331447,18}{864,Buy,1.371585,19}{1519,Buy,1.457551,20}{1933,Buy,1.335504,22}{1877,Buy,1.373545,24}{4458,Buy,1.3101,25}{1700,Buy,1.048364,25}{2311,Hold,0.9506598,26}{2019,Buy,NA,26}{1700,Buy,1.130808,55};Buy
S3769257;{4186,Hold,1.044335,0}{1219,Hold,1.383332,58};Hold
S161798;{286,Buy,2.848146,0};Hold
S48021166;{1712,Hold,-0.1109229,0}{4138,Buy,0.1119535,27}{4857,Hold,0.04456238,27}{3452,Hold,-0.1215352,34}{3426,Buy,0.09233658,35}{4138,Buy,0.1352886,39}{1680,Hold,NA,45};Sell
S15837194;{464,Buy,NA,0}{4365,Buy,0.211422,11}{3432,Hold,0,13}{1529,Hold,NA,19}{665,Hold,-0.00990099,19}{4365,Buy,0.1881188,19}{4158,Hold,-0.03628118,20}{3136,Buy,0.1955594,21}{4365,Buy,0.2030937,33}{1123,Hold,0.08527132,51}{15061,Buy,0.003957382,57};Sell
S1250670;{948,Hold,0.02431638,0}{1294,Hold,0.01540928,0}{4224,Hold,0.005332634,1}{876,Hold,0.09639505,18}{4236,Hold,-0.004501385,23}{1294,Hold,0.003072474,27};Hold
S48769203;{3172,Buy,0.3468013,0}{3161,Buy,NA,13}{8655,Buy,0.4397984,27}{3172,Buy,0.3313869,34};Hold
S1918469;{3567,Buy,3.519774,0}{1192,Buy,3.836085,29}{3558,Buy,3.976077,31}{14934,Buy,4.167464,31}{3757,Buy,4.098605,32}{3558,Buy,4.037783,43}{1192,Buy,4.14271,47};Buy
S4044452;{4282,Hold,0.01388583,0};Hold
S1222990;{3792,Hold,2.165131,0};Hold
S3807540;{3945,Hold,1.156702,0};Buy
S3489197;{485,Buy,0.2358393,0}{1731,Buy,NA,4}{1731,Buy,0.2312744,14}{3041,Hold,0.1177645,29};Buy
S48372115;{3682,Hold,1.0008,0}{4357,Hold,1.400698,40}{3610,Buy,1.351935,55};Buy
S11158180;{342,Hold,0.1385199,0}{1158,Buy,0.1696959,4}{881,Buy,0.1099899,36};Buy
S30885142;{4217,Buy,0.1341134,0}{833,Hold,0.01626016,1}{690,Hold,-0.1700542,1}{29084,Sell,-0.4646866,4}{833,Hold,0.06873042,10}{13572,Buy,0.1577965,17}{1230,Buy,0.2650479,22}{242,Hold,0.05135463,27}{4313,Buy,0.1726648,27}{3696,Hold,NA,28}{242,Hold,-0.07070707,29}{1410,Buy,0.1515913,47};Sell
S17646222;{1069,Sell,-0.5601173,0}{3172,Hold,NA,32};Sell
S3140050;{4348,Buy,1.521613,0};Buy
S6419125;{1302,Buy,NA,0};Buy
S104037;{4460,Hold,NA,0};Buy
S4258978;{3633,Buy,0.1948529,0}{29348,Buy,0.08953103,24}{4424,Buy,0.08953103,24}{4122,Hold,0.04364326,26}{2108,Buy,0.1417697,27}{1546,Buy,0.2118274,34};Hold
S25239156;{1669,Hold,0.7663815,0};Buy
S272250;{2085,Buy,3.494839,0}{1822,Hold,3.358631,0}{1304,Hold,3.376993,5}{291,Buy,3.706412,28}{1304,Buy,3.666528,32};Buy
S48372115;{3610,Hold,NA,0};Buy
S37505145;{4013,Buy,0.347164,0}{2265,Buy,NA,30};Sell
S10502119;{4582,Hold,NA,0};Buy
S2327873;{6233,Hold,-0.07300116,0}{546,Hold,NA,54};Buy
S42853127;{3633,Buy,0.669168,0}{1518,Buy,NA,31}{3651,Sell,0.1169383,32}{3835,Buy,0.6039549,35};Buy
S13577141;{14877,Buy,0.374923,0}{1043,Buy,0.3030731,42}{630,Hold,0.116359,54};Sell
S24239148;{1564,Hold,NA,0}{1651,Hold,NA,4};Sell
S2327873;{3637,Hold,NA,0}{4633,Hold,0.294964,30}{3637,Buy,0.2977099,39}{4222,Buy,0.2759171,53};Hold
S40691134;{1702,Buy,0.1980268,0};Buy
S45397242;{3931,Buy,2.974102,0}{1937,Buy,NA,0}{3339,Hold,NA,30}{3339,Hold,NA,31}{3339,Hold,NA,40};Sell
S24027218;{4560,Hold,NA,0};Buy
S11027212;{3118,Buy,0.3194297,0}{1669,Buy,0.07805949,1}{1187,Hold,0.08588351,2}{4513,Buy,NA,10}{15014,Buy,0.119475,12}{15014,Buy,0.1126031,26}{15014,Buy,0.1731392,50};Buy
S4206199;{1497,Sell,NA,0};Sell
S7097194;{3221,Buy,NA,0};Buy
S42238117;{497,Buy,0.1328461,0}{3498,Buy,0.5369733,0}{1569,Buy,NA,0}{1399,Buy,0.2212279,5}{3748,Buy,0.00191671,16}{3498,Buy,0.2469263,23};Hold
S42853127;{288,Sell,-0.6003083,0};Sell
S16079104;{3473,Hold,0.004604437,0}{3878,Hold,-0.05194549,15}{3794,Sell,-0.1380962,19}{3985,Hold,-0.08506911,23}{3808,Buy,0.09555691,37};Hold
S3795794;{13682,Buy,NA,0}{3267,Hold,0.03923097,28}{3705,Buy,0.1865003,45};Hold
S2596037;{4420,Buy,0.2768817,0};Hold
S37310117;{1500,Buy,0.8602623,0}{1408,Hold,0.592427,44};Hold
S4450396;{1718,Buy,0.1435832,0}{1718,Buy,0.2474012,30};Hold
S4354116;{3151,Buy,0.8465444,0}{4407,Hold,0.4988128,12}{629,Buy,NA,15}{4213,Buy,0.7234782,21}{14866,Buy,0.6608063,21}{4138,Buy,0.6672742,22}{3730,Hold,NA,23}{15026,Buy,0.7733359,24}{3982,Buy,0.6920839,28}{4213,Buy,0.6821795,30}{1662,Hold,NA,32};Sell
S29800192;{11021,Buy,NA,0}{3082,Hold,NA,21}{24070,Hold,NA,24}{3122,Hold,NA,28}{3145,Buy,NA,32};Buy
S256769;{1054,Hold,-0.02891194,0};Sell
S3356845;{1320,Buy,0.1500216,0};Hold
S3434273;{1646,Buy,0.1216566,0}{1646,Buy,0.08333333,31}{1646,Buy,0.1311608,36};Buy
S37177112;{4161,Buy,0.1442838,0}{4685,Buy,0.2580877,25};Sell
S29326176;{740,Buy,0.1785504,0}{4061,Buy,0.6499705,0}{1810,Buy,0.2374779,0}{3678,Buy,0.4685725,1}{4891,Buy,0.3510867,1}{2065,Buy,0.2336009,1}{22747,Buy,0.1173184,3}{3539,Buy,0.2099922,5}{3678,Buy,0.2844037,10}{1810,Buy,0.3016529,12}{740,Buy,0.2098456,16}{1117,Hold,0.1204482,26}{3987,Hold,0.1435832,43}{4097,Hold,0.1587983,44}{2065,Buy,0.3499036,48}{8843,Buy,0.255955,51}{3662,Buy,0.2508229,53};Sell
S3768877;{308,Hold,0.8940521,0}{3897,Hold,1.001731,28};Hold
S30584221;{1700,Buy,0.2691966,0}{1700,Buy,0.2558081,6}{2134,Buy,0.1470813,7}{1700,Buy,0.303611,15}{1700,Buy,0.2921566,19}{21727,Buy,0.172466,30}{1700,Buy,0.2484395,50}{1116,Hold,0.08005083,58};Hold
S2766091;{3908,Hold,NA,0}{4469,Buy,0.1942316,37}{1662,Hold,0.0467706,53}{1483,Buy,0.09107103,55}{1502,Buy,0.07719928,57};Sell
S35777158;{3156,Buy,NA,0}{3156,Hold,0.02993241,39};Buy
S1564262;{2272,Buy,NA,0}{1831,Buy,1.785552,17}{223,Buy,1.256111,18}{3052,Buy,1.795279,19}{1892,Hold,1.516175,20}{3461,Buy,1.830697,20}{296,Buy,1.81738,21}{603,Buy,1.553427,23}{3154,Buy,1.856376,23}{3523,Buy,1.813098,23}{3461,Buy,1.718623,24}{3134,Hold,NA,24}{3053,Buy,1.565396,26}{3348,Buy,1.834789,38}{14907,Buy,1.866407,42}{3636,Buy,1.82162,42}{15211,Hold,1.762224,46};Hold
S939479;{1567,Buy,0.3345755,0}{1896,Buy,0.3253873,4};Sell
S2838216;{1700,Buy,0.2365738,0}{7286,Buy,NA,3}{1700,Buy,0.2816526,6}{1700,Buy,0.2327588,12}{1700,Buy,0.2515481,24}{1700,Buy,0.2577199,30}{22747,Buy,0.306373,44}{1700,Buy,0.3735772,47}{3273,Buy,0.2386195,53};Buy
S4206794;{1361,Hold,NA,0};Buy
S3806332;{3457,Hold,0.04438642,0};Buy
S36348162;{3487,Buy,0.2262262,0}{15200,Buy,0.1572073,2}{15200,Buy,0.1572073,2}{3710,Buy,3.729551,22}{1715,Buy,3.863331,54};Buy
S939479;{4346,Buy,0.08704065,0}{1567,Buy,0.04294019,21}{4346,Buy,0.1400604,28}{4191,Buy,-0.0220071,29}{1896,Hold,-0.01631061,35}{3750,Buy,-0.05211366,49};Sell
S4678127;{1533,Hold,NA,0}{4595,Buy,0.1528327,54};Sell
S2766091;{1662,Buy,0.07904642,0}{3645,Buy,0.1058055,3}{1662,Buy,0.09985528,44};Buy
S644385;{4617,Buy,NA,0};Hold
S9774119;{4555,Hold,NA,0};Buy
S29326176;{3539,Buy,0.1482875,0}{3678,Buy,0.4170439,8}{3987,Buy,0.1218264,8}{1117,Buy,0.2884044,11}{1098,Hold,0.1183049,16}{1922,Hold,0.1289364,28}{309,Buy,0.6567135,30}{2152,Buy,0.1526833,33}{2065,Buy,NA,35}{4374,Hold,0.07161993,40};Buy
S45111148;{3339,Buy,0.3974893,0};Buy
S38080196;{516,Sell,NA,0}{4431,Hold,NA,18}{3347,Buy,0.04263207,20}{3157,Hold,-0.07321594,20}{469,Hold,NA,20}{3123,Hold,NA,23}{668,Hold,NA,23}{469,Hold,NA,34}{668,Hold,0.0373444,40};Sell
S938728;{1862,Hold,0.2194775,0};Hold
S47356301;{1700,Hold,NA,0}{1700,Hold,NA,3}{4854,Hold,NA,10}{1700,Hold,NA,18}{2311,Buy,NA,18}{1700,Hold,NA,19}{1700,Hold,NA,34};Buy
S7291152;{4640,Buy,NA,0}{3339,Buy,0.2429892,25};Sell
S6419125;{530,Hold,0.0533876,0}{4035,Buy,0.102216,10}{281,Hold,0.02915952,14}{2312,Buy,0.2686291,26}{4035,Buy,0.08618654,52};Hold
S39807105;{3878,Buy,0.1278195,0}{3705,Buy,0.1750681,42}{3206,Hold,0.004768392,42};Hold
S27356109;{3490,Hold,0.01559211,0}{1943,Buy,NA,49};Sell
S46781105;{1919,Hold,0.02803738,0}{1862,Hold,0.05463929,26}{224,Buy,0.1593552,26}{3426,Buy,0.07301991,28}{13570,Buy,0.07665805,30}{304,Buy,0.06833637,31}{27827,Buy,0.1519453,31}{14866,Hold,-0.03616244,32}{1712,Hold,-0.00804585,34}{4770,Hold,-0.02959296,36}{1712,Hold,0.0866503,43}{3512,Hold,0.1444542,57};Hold
S3765116;{3253,Buy,0.06675843,0};Sell
S47341190;{1078,Buy,0.2485812,0}{3167,Buy,NA,55};Hold
S32042162;{3633,Hold,0.03458469,0}{583,Sell,-0.2137156,0};Sell
S37505145;{4684,Buy,NA,0}{4735,Buy,0.4223973,48};Sell
S4218276;{6084,Hold,0.01149425,0}{6233,Buy,0.05425255,29}{847,Buy,0.180898,43}{3703,Buy,0.1668611,44}{3703,Buy,0.1668611,44};Hold
S44957100;{2284,Buy,NA,0}{1070,Buy,0.2077497,21}{3693,Buy,0.2032548,39}{290,Buy,0.1921459,41}{4315,Hold,-0.00154307,45}{8593,Hold,NA,59};Sell
S31320103;{3567,Buy,0.2768362,0}{1865,Buy,-0.1320814,30}{579,Buy,-0.06832298,39}{722,Buy,NA,39}{1791,Hold,-0.1440691,39}{4175,Hold,-0.1933006,40}{27732,Hold,NA,40};Hold
S1625663;{3691,Hold,-0.02977584,0}{1164,Hold,NA,36}{1219,Hold,0.05138934,41}{3783,Buy,0.07229715,46};Hold
S47046130;{2153,Hold,0.1612475,0}{4044,Hold,NA,30};Sell
S1674183;{4185,Buy,NA,0}{14866,Hold,0.1019284,22}{4245,Hold,0.1038961,23}{4185,Buy,NA,25}{1923,Buy,NA,50};Hold
S49814117;{1417,Buy,1.280629,0}{497,Buy,1.531646,22}{497,Buy,1.507313,47};Sell
S41702130;{1230,Buy,0.2668744,0}{1230,Buy,0.2605955,33}{14903,Buy,0.2351125,40};Buy
S38080196;{3111,Hold,0.2322275,0}{4893,Buy,NA,36}{2314,Hold,0.05042017,44};Sell
S30707220;{1700,Hold,NA,0}{1700,Hold,NA,20}{1700,Hold,NA,24}{1435,Buy,2.449319,30}{420,Hold,1.968559,31}{277,Buy,2.432527,33}{1700,Hold,NA,34}{4685,Hold,1.304082,34}{865,Buy,2.274222,34}{1700,Hold,NA,41}{1700,Hold,NA,46}{1700,Hold,NA,56};Hold
S46383102;{3420,Hold,NA,0}{4431,Buy,NA,31}{3164,Buy,1.002134,31}{3111,Buy,NA,32};Sell
S1858788;{2076,Hold,0.03857567,0};Buy
S36074187;{3892,Buy,NA,0}{1662,Hold,NA,44}{4487,Sell,-0.1478204,56};Sell
S3229194;{3253,Hold,-0.054094,0}{731,Buy,0.1315875,11}{5057,Hold,NA,27}{3431,Hold,0.02148644,47};Hold
S29576112;{4365,Hold,NA,0};Hold
S2908858;{286,Hold,-0.04147787,0};Buy
S23548466;{635,Buy,0.2872084,0}{2073,Hold,-0.06176701,2}{3510,Buy,NA,25}{3144,Buy,0.2765957,34}{1737,Hold,NA,38}{1211,Hold,0.1035008,40}{1239,Buy,0.2692308,41}{3144,Hold,NA,41}{3128,Buy,0.1160714,45}{4786,Hold,0.004464286,45}{2303,Hold,NA,47}{3108,Hold,NA,48}{635,Buy,0.2791573,51}{2073,Hold,-0.0140311,56};Sell
S14191145;{1159,Buy,0.08661906,0}{4213,Buy,0.09855618,16}{4138,Hold,-0.0242415,25}{1735,Buy,0.2521521,27}{1041,Hold,0.03167684,48}{629,Buy,0.01853306,50};Sell
S45397242;{4160,Hold,2.321423,0}{1203,Buy,2.226525,0}{3931,Buy,2.476073,31}{3339,Hold,NA,40}{879,Buy,NA,41}{3931,Buy,2.419785,46}{3931,Buy,2.436584,55};Buy
S15303143;{1213,Buy,0.1592434,0}{3908,Buy,0.1598513,4}{3272,Hold,0.07063197,4}{1712,Buy,0.0919717,5}{3484,Sell,-0.07392874,7}{8593,Hold,NA,7}{4770,Hold,0.06018085,9}{722,Buy,0.1693171,9}{3512,Hold,-0.0007686395,10}{4770,Hold,-0.006828057,15}{1041,Sell,-0.06438313,18}{1712,Buy,0.1449766,20}{1712,Buy,0.2078938,28}{3484,Sell,0.006355932,32}{1712,Buy,0.2467076,33}{1712,Buy,NA,56};Buy
S14363193;{4176,Buy,0.1470813,0}{1652,Hold,NA,32}{4176,Buy,0.2384753,40};Buy
S3768877;{1539,Hold,NA,0}{3988,Hold,0.9478803,0}{1569,Hold,1.215434,1}{3359,Hold,1.045586,13}{1316,Hold,0.9376288,20}{1316,Hold,0.9473398,23};Buy
S1674183;{4601,Buy,NA,0};Buy
S753071;{3713,Hold,0.1560694,0};Buy
S2439463;{609,Hold,0.1176541,0}{609,Hold,0.09662483,52}{1272,Hold,-0.0009746589,54};Hold
